"#","LISTING","TAGS","LISTING ID","TOTAL VIEWS","FAVORITES","EST. SALES","EST. REVENUE","PRICE","LISTING AGE","DAILY VIEWS","LAST UPDATED"
328,"Vintage Mountain Wall Art, Neutral Minimalist Mountain Print, Soft Landscape Vintage Painting, Spring Aesthetic Decor, Digital Download A03","vintage mountain art, neutral landscape, mountain neutral art, muted mountain print, minimalist landscape, soft printable art, mountain view art, muted Wall Art, antique art painting, mountain view print, spring landscape, digital wall art, printable wall art",1407188416,"1,021","49","33","€189.42","€5.02",1241,0.82,"7/5/2026 19:54"
329,"Coastal Wildflower  Frame TV Art, Colorful Summer Field Screensaver, Ocean, Beach Art for TV, Neutral Frame TV Art, Digital Download | TV386","Frame TV Art Spring, Samsung Frame TV Art, Spring Frame TV Art, Wildflower Field, Digital Floral Art, Neutral Coastal Art, Summer Frame TV, Beach Ocean, Coastal cottage, Digital download sea, Wildflower Frame TV, Field Landscape, Neutral Landscape",1699903406,"420","24","21","€98.49","€4.1",822,0.51,"7/5/2026 19:54"
330,"Halloween Frame TV Art, Spooky Ghost in a Forest TV Art, Dark Fall Art for the Frame TV, Rustic Fall Painting, Digital Moody Ghost Art TV503","Frame TV Halloween, Frame TV art, Samsung Art Download, Samsung Frame TV, spooky Frame Tv, halloween art for Tv, antiquewhiteart, Ghost TV Painting, Trendy Halloween, Dark Halloween Art, Frame TV Art Ghost, Vintage Rustic, Spooky TV Painting",1801459781,"999","47","33","€186.12","€4.93",655,1.53,"7/5/2026 19:53"
331,"Halloween Witchy Wall Art, Black Cat Print, Dark Classic Halloween Downloadable Art, Halloween Printable Art, Witch Wall Decor | A274","Halloween Art Prints, Halloween Witch Art, Halloween Art Print, Witch Print, Witchy Prints, Halloween Poster, Vintage Witch Print, Halloween Wall Art, Halloween Prints, Witch Art Print, Printable Spooky Art, AntiqueWhiteArt, Halloween Print",1760663150,"263","27","8","€47.44","€5.18",706,0.37,"7/5/2026 19:53"
332,"Vintage Halloween Town Print: Witches, Jack O' Lanterns, Spooky Decor (Digital Download)","Printable Wall Art, Halloween Wall Art, Vintage Halloween, Witch Wall Art, Jack O Lantern Art, Antiquewhiteart, Vintage Painting, Spooky Decor, Rustic Fall, Moody Landscape, Spooky Prints, Digital Prints, Town Landscape",4373216283,"54","4","1","€5.93","€5.18",297,0.18,"7/5/2026 19:53"
333,"Printable Fall Wildflower Wall Art, Muted Vintage Autumn Prints, Rustic Moody Meadow Painting, Farmhouse Decor, Floral Digital Download A616","Printable Wall Art, Vintage Painting, Wildflower Print, Vintage Art Print, Downloadable Print, Farmhouse Print, Antiquewhiteart, rustic wall art, fall wall art, cottagecore print, Floral Art Print, Moody Art Prints, Meadow Painting",4358917668,"247","16","8","€57.36","€6.27",322,0.77,"7/5/2026 19:52"
334,"Ghost Halloween Wall Art Set of 6, Vintage Spooky Decor, Printable Halloween Art for Fall, Gothic Witchy Aesthetic, Instant Download | S123","halloween print set, cute ghost wall art, fall printable decor, spooky farmhouse art, halloween wall decor, ghost art printable, autumn wall set, antiquewhiteart, ghost gallery prints, fall home print set, halloween art bundle, printable spooky art, halloween download",4341365078,"907","48","20","€350.2","€15.31",354,2.56,"7/5/2026 19:52"
335,"Samsung Frame TV Art, Vintage Moody Swan Painting, Digital Download | TV932","Cottagecore decor, antique swan art, antique white art, classic frame tv art, swan frame tv art, swan lake decor, swan painting tv art, vintage frame tv art, moody frame tv art, samsung frame tv, moody scenery, vintage frame tv, swan painting",4460679261,"26","1","0","€0","€7.12",144,0.18,"7/5/2026 19:52"
336,"Countryside Landscape Print, Vintage Landscape Painting, Digital Landscape Art, Antique Digital Print, Digital Download PRINTABLE | A179","english countryside, countryside painting, digital download, landscape painting, farmhouse decor, rustic landscape, antique painting, digital print, landscape scenery, farmhouse print, cottage decor, cottagecore, rustic print",1650773375,"1,278","47","42","€301.14","€6.27",922,1.39,"7/5/2026 19:52"
337,"Samsung Frame TV Art, Muted Roses Painting, Vintage Soft Flower TV Art, Digital Download Frame TV Art | TV28","Frame TV Art Spring, Frame TV Art Vintage, Samsung Frame TV Art, Spring Frame TV Art, Muted Tonal Frame TV, Digital Floral Art, Cottage Country, Muted Tonal Art, Warm Tone Painting, Living TV art, Flower Wall Decor, Roses TV Art, Spring Frame TV",1456700675,"3,412","223","112","€912.8","€7.12",1194,2.86,"7/5/2026 19:51"
338,"Cute Pair Ghosts Frame TV Art, Spooky Halloween Art for Tv, Ghosts in Vintage Painting, Frame TV Halloween, Neutral Halloween Decor | TV95","Frame TV File, Frame TV Halloween, Frame TV art, Samsung Art Download, Samsung Frame TV, ghost wall decor, neutral halloween, Halloween Art, Frame TV Autumn, vintage painting, spooky Frame Tv, halloween art for Tv, antiquewhiteart",1553045946,"5,051","228","167","€941.88","€4.93",1033,4.89,"7/5/2026 19:50"
339,"Printable Coastal Wildflowers Set of 2 Prints, Neutral Summer Landscape Painting, Vintage Coastal Landscape, Summer Flowers Print | S111","Printable Wall Art, Wildflower Print, Farmhouse Print, Digital Prints, Cottagecore Decor, Summer Print, Landscape Painting, Farmhouse Decor, Floral Print, Downloadable Prints, Neutral Wall Art, Coastal Print",4297110437,"764","67","25","€246.25","€8.61",444,1.72,"7/5/2026 19:49"
340,"Fall Wildflowers Vintage Frame TV Art, Autumn Art for TV, Wildflower Art, Autumn Aesthetic Decor, Digital Download Frame TV Art | TV73","Frame TV Art Vintage, Samsung Frame TV Art, autumn landscape, botanical wall art, landscape art, vintage aesthetic, vintage landscape, vintage painting, vintage wall art, vintage wildflowers, farmhouse frame Tv, Autumn frame tv arts, antiquewhiteart",1540892238,"26,831","1,232","888","€5,265.84","€5.18",1050,25.55,"7/5/2026 19:49"
341,"Independence Day Frame TV Art Set, 4th of July Art, American Flag, Coastal Summer Garden Art for TV, USA Oil Painting, Digital Download TS51","Samsung Frame TV Art, Farmhouse Decor, Cottage Garden Decor, Coastal Frame TV, Summer Frame TV, Painting for TV, Independence Day, Frame TV Art, 4th of July Art, American Flag, Coastal Garden, USA Oil Painting, 4th of July Frame TV",1723175092,"538","18","17","€139.57","€7.18",780,0.69,"7/5/2026 19:48"
342,"Halloween Samsung Frame TV Art, Wildflower Field, TV Ghost, Vintage Fall landscape, Halloween Frame TV art, Autumn spooky painting art |TV78","Frame TV Art Vintage, Samsung Frame TV Art, Digital Art, Frame TV File, Frame TV Halloween, Frame TV art, Samsung Art Download, Samsung Frame TV, black and white, ghost art print, ghost wall art, ghost wall decor, neutral halloween",1556551541,"20,694","943","684","€4,056.12","€5.18",1048,19.75,"7/5/2026 19:47"
343,"Tulip Spring Art, Pastel Floral Samsung Frame TV Art (Digital Download) TV885","Art for Frame TV, Digital Download, Neutral Toned, Samsung Frame TV, Spring Frame TV, Floral Frame TV Art, AntiqueWhiteArt, Art for Spring, Floral Frame tv, Frame tv art, Spring Floral art, Pastel Frame tv, Tulip Frame tv",4450420620,"66","5","2","€16.3","€7.12",164,0.4,"7/5/2026 19:46"
344,"Frame TV Art Wildflowers, Summer Country Landscape Painting, Flower Meadow, Floral Tv Art, Vintage Cottagecore TV, Digital Download | TV633","Samsung Frame TV Art, Wildflower Field, AntiqueWhiteArt, cottagecore frame tv, cottagecore tv art, farmhouse decor, wildflower frame tv, wildflowers tv art, floral screensaver, flower field tv art, meadow floral tv art, tv art landscape, vintage oil painting",4297366490,"117","4","3","€18.9","€5.51",443,0.26,"7/5/2026 19:46"
345,"Fall  Paintings Samsung Frame TV Art SET of 16, Rustic Fall Lanscapes, Digital Download, Fall Art Set for Frame Tv, AntiqueWhiteArt | TS57","Samsung frame tv art, digital tv frame art, fall landscape art, frame tv art, landscape tv art, tv art set, vintage art, vintage landscape, fall tv art, Fall Landscape, Fall Frame TV, AntiqueWhiteArt, Fall Screensaver",1793912413,"497","20","11","€169.73","€13.49",669,0.74,"7/5/2026 19:44"
346,"Printable Spanish Kitchen Orange Painting, Bright Vintage Kitchen Decor, Downloadable Art Print, Digital Download | S10","Bright Wall Art, Set of 2 Art, Farmhouse Kitchen, Italian Kitchen Art, Spanish Kitchen, Set of Two Prints, Printable Download, Mediterranean Garden, French Country Art, Printable Wall Art, Vintage Prints, European Wall Decor, Orange Tree Painting",1455018948,"476","40","11","€121.99","€9.69",1176,0.4,"7/5/2026 19:44"
347,"Printable Cottage Garden Wall Art, Spring Landscape Painting Print, Cottagecore Wall Art Decor, Farmhouse Print, Digital Download | A419","Downloadable Print, Printable Wall Art, Scandi Minimalist, Cottage Garden Decor, Digital Art Print, Landscape Painting, Spring Landscape, Spring Painting, Vintage Art Print, Vintage Landscape, Vintage Painting, Vintage Wall Art, AntiqueWhiteArt",1866579552,"35,195","2,704","1,164","€9,556.44","€7.18",502,70.11,"7/5/2026 19:44"
348,"Abstract Dark Samsung Frame TV Art, Textured Oil Painting, Vintage Modern Moody TV Art, Earthy Toned Screensaver, Digital Download | TV366","Samsung Frame Tv, Digital Download, Art For Frame Tv, Textured Painting, AntiqueWhiteArt, Frame Tv Art, Abstract Frame Tv, Minimalist Frame TV, Tonal Painting, Vintage Abstract, Tonal Art, Moody Abstract, Dark Frame TV Art",1689828020,"2,015","158","66","€391.38","€5.18",839,2.4,"7/5/2026 19:43"
349,"Samsung Frame TV Art, Americana Flag, Vintage Style TV Screensaver | TV953","Frame TV Art, Samsung Frame TV Art, The Frame TV Art, Farmhouse TV Decor, Vintage TV Art, Seasonal TV Art, Antiquewhiteart, Americana Frame TV, Summer Frame TV, Patriotic TV Art, Living Room TV, Muted TV Art, Independence Day",4511629433,"81","4","2","€11.86","€5.18",49,1.65,"7/5/2026 19:42"
350,"Printable Vintage Fall Wall Art, Warm-Toned Halloween Wall Art, Misty Town Eerie Landscape, Spooky Halloween Decor, Digital Download | A570","halloween Wall Art, Printable Wall art, spooky fall decor, antiquewhiteart, halloween printable, fall wall art, eerie print, digital download, vintage fall art, spooky town print, misty autumn art, warm tone print, printable halloween",4344982264,"1,034","110","34","€262.14","€6.74",347,2.98,"7/5/2026 19:41"
351,"Printable Vintage Wildflower Prints, Set of Spring Wall Art, Country Field Landscape, Farmhouse Easter Spring Decor, Digital Download | S63","Printable Wall Art, Vintage Landscape, Wildflower Print, antique white art, Vintage Art Print, Downloadable Print, Bedroom Art Print, Farmhouse Print, Cottage Art Print, Digital Print Art, Wildflower Field Set, Printable Gallery, Gallery Art Print",1656474489,"28,978","1,323","959","€8,669.36","€7.9",914,31.7,"7/5/2026 19:40"
352,"Printable Independence Day Art, American Flag Painting, 4th of July Print, USA Wall Art, Vintage Summer Coastal Print, Digital Download A254","Printable Wall Art, Downloadable Print, Summer Wall Decor, Cottage Garden Decor, Summer Art, 4th of July Painting, Independence Day, USA Painting, 4th of July Art, American Flag, USA Oil Painting, 4th of July Frame TV, Coastal Print",1741038469,"776","60","25","€143.5","€5.02",772,1.01,"7/5/2026 19:40"
353,"Tulip Spring Art, Pastel Floral Samsung Frame TV Art (Digital Download) TV889","Art for Frame TV, Digital Download, Neutral Toned, Samsung Frame TV, Spring Frame TV, Floral Frame TV Art, AntiqueWhiteArt, Art for Spring, Floral Frame tv, Frame tv art, Spring Floral art, Pastel Frame tv, Tulip Frame tv",4450413937,"46","4","1","€8.15","€7.12",164,0.28,"7/5/2026 19:39"
354,"Printable Cottage Garden Wall Art, Spring Landscape Painting Print, Cottagecore Wall Art Decor, Farmhouse Print, Digital Download | A401","Downloadable Print, Printable Wall Art, Scandi Minimalist, Cottage Garden Decor, Digital Art Print, Landscape Painting, Spring Landscape, Spring Painting, Vintage Art Print, Vintage Landscape, Vintage Painting, Vintage Wall Art, AntiqueWhiteArt",1859408150,"12,876","1,007","426","€3,497.46","€7.18",517,24.91,"7/5/2026 19:39"
355,"Printable Halloween Wall Art, Witch Painting, Vintage Gothic Painting, Moody Fall Decor, Warm Toned Digital Print, Halloween Wall Art | A595","Halloween Wall Art, Witch Print, Vintage Painting, Gothic Decor, Moody Halloween, Antiquewhiteart, Victorian Village, Witchy Art, Rustic Halloween, Printable Wall Art, Digital Download, Rustic Painting, Farmhouse Wall Art",4353660657,"289","31","9","€61.47","€5.97",331,0.87,"7/5/2026 19:36"
356,"Americana Set of 2 Wall Art, Summer Pair Prints, 4th of July Decor | S192","Printable Wall Art, Digital Prints, Downloadable Prints, Americana Wall Art, 4th of July Decor, Patriotic Print Set, Antiquewhiteart, Set of 2 Prints, Summer Wall Art, July 4th Wall Art, Americana Print, Patriotic Wall Decor, Independence Day Art",4491337540,"156","14","5","€49.25","€8.61",86,1.81,"7/5/2026 19:35"
357,"PRINTABLE Vintage Halloween Print, Cute Ghost and Black Cat in Dark Forest Wall Art, Spooky Halloween Digital Art, Moody Fall Decor | A513","Halloween Decor, Digital Art Prints, Ghost Print, Halloween Printable, Vintage Decor, Ghost Painting, Digital Download, Ghosts Art Pint, Halloween Print, Antiquewhiteart, Oil Painting, Cute Ghost, Spooky Prints",4334479433,"2,126","152","70","€464.8","€5.8",367,5.79,"7/5/2026 19:34"
358,"Printable Wildflower Wall Art, Moody Painting, Floral Art | Digital Download | A653","Printable Wall Art, Vintage Painting, Wildflower Print, Vintage Art Print, Downloadable Print, Farmhouse Print, Antiquewhiteart, country wall decor, rustic wall art, cottagecore print, Floral Art Print, Moody Floral, Wild Flowers Art",4434904122,"109","18","3","€21.51","€6.27",192,0.57,"7/5/2026 19:34"
359,"Coastal Cottage Frame TV Art, Monet Landscape, Vintage Neutral Wall Decor, Warm Tones Painting, Digital Download | TV09","Frame TV Art Spring, Frame TV Art Vintage, Samsung Frame TV Art, Country Frame TV art, Cottage Country, Farmhouse Decor, Living TV art, Cottage Painting, Cottage Garden Decor, Cottagecore Art, Coastal Frame TV, Summer Frame TV, Monet TV Art",1508938867,"410","30","13","€77.09","€5.18",1118,0.37,"7/5/2026 19:33"
360,"Samsung Frame TV Art, Wildflower Field Landscape, Moody Country Field, Vintage Meadow Painting, Digital Download, Frame TV Art |  TV30","Frame TV Art Spring, Frame TV Art Vintage, Samsung Frame TV Art, Spring Frame TV Art, Muted Tonal Frame TV, Wildflower Field, Country Frame TV art, Digital Floral Art, Cottage Country, Muted Tonal Art, Warm Tone Painting, Farmhouse Decor, Living TV art",1442529688,"674","36","22","€179.3","€7.12",1194,0.56,"7/5/2026 19:31"
361,"Coastal American Cottage Painting, 4th of July, Hydrangea Garden Print (Digital Download) A826","Printable Wall Art, Downloadable Print, Summer Wall Decor, Cottage Garden Decor, Summer Art, 4th of July Painting, Independence Day, USA Painting, 4th of July Art, American Flag, Coastal Print, Farmhouse Decor, USA Oil Painting",4485467166,"259","12","8","€45.92","€5.02",97,2.67,"7/5/2026 19:30"
362,"PRINTED Swan Wall Art Print, Vintage Moody Painting, Romantic Home Decor","Large Size Canvas, large framed canvas, modern living room, landscape painting, bedroom prints, Cottagecore Wall Art, Mantel Farmhouse Art, Swan wall Art, Dark Moody Painting, Romantic decor, Vintage Art Print, Vintage Framed Art, Farmhouse Wall Art",4453502913,"491","51","7","€240.66","€30.05",158,3.11,"7/5/2026 19:06"
363,"Large Wall Art, Cottage Country Landscape Print, Modern Spring Decor Painting","Printed and Shipped, Mailed Canvas Art, Shipped Canvas, Large Size Canvas, country farmhouse, large framed canvas, modern living room, nature landscape art, neutral oil painting, landscape painting, bedroom prints, spring decor, spring canvas art",4525694776,"34","4","0","€0","€27.32",23,1.48,"7/5/2026 19:04"
